 Mineral Name   ,   Locality Count   ,   mindat ID 1   ,   Locality Longname 1   ,   Max Age 1   ,   Min Age 1   ,   mindat ID 2   ,   Locality Longname 2   ,   Max Age 2   ,   Min Age 2   
Koksharovite,1,252372,"Bezymyannyi Volcano, Kamchatka Krai, Russia",,,,,,
Koktaite,12,,,,,,,,
Kolarite,3,,,,,,,,
Kolbeckite,26,,,,,,,,
Kolfanite,7,,,,,,,,
Kolicite,2,8541,"Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1698,940,3948,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940
Kolitschite,1,74,"Kintore Opencut, Broken Hill South Mine (BHS Mine; South Mine), Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia",1861,5,,,,
Kollerite,1,27129,"Pécs-Vasas, Pécs, Mecsek Mts, Baranya, Hungary",298.9,201.3,,,,
Kolovratite,3,,,,,,,,
Kolskyite,1,2685,"Kirovskii Apatite Mine (Kirovsky Mine; Kirovskii Mine; Kirov Mine), Kukisvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Kolwezite,10,,,,,,,,
Kolymite,7,,,,,,,,
Komarovite,2,2685,"Kirovskii Apatite Mine (Kirovsky Mine; Kirovskii Mine; Kirov Mine), Kukisvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,21444,"Natrolite Stock (Pegmatite No. 61), Karnasurt Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359
Kombatite,2,2427,"Kombat Mine (Klein Otavi; Asis), Kombat, Grootfontein, Otjozondjupa Region, Namibia",601,537,4868,"Wesley Mine (Didsbury College Mine), Westbury On Trym, Bristol, England, UK",260,200
Komkovite,1,2709,"Vuoriyarvi Alkaline-ultrabasic Massif, Northern Karelia, Murmansk Oblast, Russia",402,358,,,,
Konderite,4,,,,,,,,
Koninckite,19,,,,,,,,
Kononovite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Konyaite,20,,,,,,,,
Koragoite,2,221827,"La Grange Mine, Meymac, Corrèze, Nouvelle-Aquitaine, France",520,156,8300,"Vez-Dara River Valley, Shakhdara Range, Shughnon, Gorno-Badakhshan, Tajikistan",,
Koritnigite,8,,,,,,,,
Kornelite,21,,,,,,,,
Kornerupine,68,,,,,,,,
Korobitsynite,6,,,,,,,,
Korshunovskite,3,,,,,,,,
Koryakite,1,2656,"Yadovitaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Korzhinskite,1,2811,"Novofrolovskoye B-Cu Deposit, Tur'insk, Turya River, Turinsk-Auerbakovsk Ore Field, Serovsky District, Sverdlovsk Oblast, Russia",,,,,,
Kosmochlor,13,,,,,,,,
Kosnarite,7,,,,,,,,
Kostovite,21,,,,,,,,
Kostylevite,4,,,,,,,,
Kotoite,20,,,,,,,,
Kottenheimite,3,,,,,,,,
Köttigite,60,,,,,,,,
Kotulskite,116,,,,,,,,
Koutekite,18,,,,,,,,
Kovdorskite,2,2722,"Kovdor Zheleznyi Mine (Iron Mine), Kovdor Massif, Murmansk Oblast, Russia",500,370.7,298139,"Phoscorite-carbonatite Pipe, Kovdor Massif, Murmansk Oblast, Russia",500,370.7
Kozoite-(La),3,,,,,,,,
Kozoite-(Nd),3,,,,,,,,
Kozyrevskite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Kraisslite,1,3948,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940,,,,
Krasheninnikovite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Krásnoite,5,,,,,,,,
Krasnoshteinite,1,305700,"Borehole Nr 2001, Romanovskiy Area, Verkhnekamskoe K Deposit, Solikamsk, Kama River, Permskaya Oblast, Russia",,,,,,
Krasnovite,3,,,,,,,,
Kratochvílite,3,,,,,,,,
Krausite,21,,,,,,,,
Krauskopfite,6,,,,,,,,
Krautite,7,,,,,,,,
Kravtsovite,2,263084,"Marathon Deposit, Coldwell Complex, Thunder Bay District, Ontario, Canada",1109,1107,21562,"Komsomol'skii Mine (Komsomolsk Mine; Komsomol'sky Mine; Komsomolsky Mine), Talnakh Cu-Ni Deposit, Noril'sk, Putoran Plateau, Taimyr Peninsula, Taymyrskiy Autonomous Okrug, Krasnoyarsk Krai, Russia",251.3,213.3
Kremersite,12,,,,,,,,
Krennerite,111,,,,,,,,
Krettnichite,2,5504,"Manganese Mine (incl. Johann Shaft; Jakob Adit), Krettnich, Wadern, Saarland, Germany",,,22190,"Fianel (Fianel Mine), Ausserferrera, Ferrera Valley, Hinterrhein Valley, Grisons, Switzerland",,
Kribergite,1,13955,"Kristineberg Mine, Malå, Västerbotten County, Sweden",1950,1890,,,,
Krieselite,1,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519,,,,
Krinovite,2,3317,"Canyon Diablo Meteorite, Meteor Crater Area, Coconino Co., Arizona, USA",4620,4480,133589,"Wichita County Meteorite, Electra, Wichita Co., Texas, USA",,
Kristiansenite,6,,,,,,,,
Krivovichevite,1,17892,"Lepkhe-Nel'm Mt (Lepkhe-Nelm; Nepkha), Seidozero Lake, Lovozero Massif, Murmansk Oblast, Russia",370,359,,,,
Kröhnkite,27,,,,,,,,
Krotite,2,260090,"Rakefet Magmatic Complex, Mount Carmel, Haifa District, Israel",,,225705,"Northwest Africa 1934 Meteorite (NWA 1934), Northwest Africa Meteorites",,
Kroupaite,1,19729,"Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Kruijenite,1,106256,"Feuerberg, Hinterweiler, Daun, Vulkaneifel, Rhineland-Palatinate, Germany",354,248,,,,
Krupkaite,80,,,,,,,,
Krut'aite,12,,,,,,,,
Krutovite,11,,,,,,,,
Kryachkoite,1,2717,"Khatyrka Meteorite, Listvenitovyi Stream, Khatyrka River, Chetkinvaiam Tectonic Melange, Iomrautvaam Massif, Koryak Upland (Koriak; Koriakskhiye), Kamchatka Krai, Russia",,,,,,
Kryzhanovskite,34,,,,,,,,
Ktenasite,75,,,,,,,,
Kuannersuite-(Ce),1,257290,"Tugtupite-bearing Albitites, Kvanefjeld (Kuannersuit Plateau), Ilímaussaq Complex, Narsaq, Kujalleq, Greenland, Denmark",1160,1160,,,,
Kudriavite,2,25259,"Mutnovsky Volcano, Kamchatka Krai, Russia",1.4,0.6,10264,"Kudriavy Volcano (Kudryavyi), Iturup Island, Kuril Islands (Kurile Islands), Sakhalin Oblast, Russia",0.04,0
Kudryavtsevaite,1,248239,"AK-8 Kimberlite Pipe, Orapa, Letlhakane, Central District, Botswana",,,,,,
Kukharenkoite-(Ce),8,,,,,,,,
Kukharenkoite-(La),1,73216,"Hilairitovoye Pegmatite, Kirovskii Apatite Mine (Kirovsky Mine; Kirovskii Mine; Kirov Mine), Kukisvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Kukisvumite,2,2685,"Kirovskii Apatite Mine (Kirovsky Mine; Kirovskii Mine; Kirov Mine), Kukisvumchorr Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,2697,"Lovozero Massif, Murmansk Oblast, Russia",418,359
Kuksite,6,,,,,,,,
Kulanite,12,,,,,,,,
Kuliginite,1,5801,"Udachnaya Open-pit Mine (Udachnaya-Vostochnaya Pipe; Udachnaya Pipe), Daldyn, Daldyn-Alakit Kimberlite Field, Sakha Republic (Yakutia), Russia",352,342,,,,
Kuliokite-(Y),3,,,,,,,,
Kulkeite,7,,,,,,,,
Kullerudite,3,,,,,,,,
Kumdykolite,5,,,,,,,,
Kummerite,1,1769,"Hagendorf South Pegmatite (Cornelia Shaft; Hagendorf South Open Cut), Hagendorf, Waidhaus, Upper Palatinate, Bavaria, Germany",561,4.528,,,,
Kumtyubeite,5,,,,,,,,
Kunatite,2,202,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia",398,303,155692,"Huber Stock (Huber Shaft; Hub Stock), Krásno (Schönfeld), Horní Slavkov, Sokolov District, Karlovy Vary Region, Czech Republic",350,350
Kupčíkite,11,,,,,,,,
Kupletskite,33,,,,,,,,
Kupletskite-(Cs),2,5440,"Ilmen Nature Reserve, Chelyabinsk Oblast, Russia",,,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170
Kuramite,12,,,,,,,,
Kuranakhite,7,,,,,,,,
Kuratite,2,256444,"D'Orbigny Meteorite, D'Orbigny, Coronel Suaréz, Buenos Aires Province, Argentina",,,256445,"Northwest Africa 4590 Meteorite (NWA 4590), Er Rachidia Province (Errachidia Province), Drâa-Tafilalet Region, Morocco",,
Kurchatovite,3,,,,,,,,
Kurgantaite,6,,,,,,,,
Kurilite,2,30204,"Afton Mine, Kamloops, Kamloops Mining Division, British Columbia, Canada",206,205,125882,"Prasolovskoe Au Deposit (Prasolovka Deposit), Kunashir Island, Kuril Islands (Kurile Islands), Sakhalin Oblast, Russia",2.04,1.84
Kurnakovite,15,,,,,,,,
Kurumsakite,3,,,,,,,,
Kusachiite,2,2202,"Fuka Mine, Fuka, Bicchu-cho (Bitchu-cho), Takahashi City, Okayama, Japan",252,66,133513,"Michałowice Granite Quarry, Szklarska Poręba, Jelenia Góra Co., Lower Silesian Voivodeship, Poland",316,314
Kushiroite,4,,,,,,,,
Kutinaite,7,,,,,,,,
Kutnohorite,234,,,,,,,,
Kuzelite,4,,,,,,,,
Kuzmenkoite-Mn,5,,,,,,,,
Kuzmenkoite-Zn,5,,,,,,,,
Kuzminite,4,,,,,,,,
Kuznetsovite,4,,,,,,,,
Kvanefjeldite,1,191129,"Kvanefjeldite Occurrence, Kvanefjeld Adit, Kvanefjeld Uranium Deposit, Kvanefjeld (Kuannersuit Plateau), Ilímaussaq Complex, Narsaq, Kujalleq, Greenland, Denmark",1160,1160,,,,
Kyanite,1507,,,,,,,,
Kyanoxalite,3,,,,,,,,
Kyawthuite,1,243334,"Chaung-gyi-ah-le-ywa, Chaung-gyi, Mogok Township, Pyin-Oo-Lwin District, Mandalay Region, Myanmar",32,18.7,,,,
Kyrgyzstanite,6,,,,,,,,
Kyzylkumite,3,,,,,,,,
Laachite,2,71520,"In Den Dellen Quarries, Niedermendig, Mendig, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,248,298139,"Phoscorite-carbonatite Pipe, Kovdor Massif, Murmansk Oblast, Russia",500,370.7
Labuntsovite-Fe,6,,,,,,,,
Labuntsovite-Mg,3,,,,,,,,
Labuntsovite-Mn,18,,,,,,,,
Labyrinthite,3,,,,,,,,
Lacroixite,22,,,,,,,,
Laffittite,5,,,,,,,,
Laflammeite,7,,,,,,,,
Laforêtite,3,,,,,,,,
Lafossaite,5,,,,,,,,
Lagalyite,2,1883,"Christbescherung Mine, Großvoigtsberg, Freiberg, Mittelsachsen, Saxony, Germany",461,260,21557,"Das Aufgeklärte Glück Mine (Aufgeklärtes Glück Mine), Hasserode, Wernigerode, Harz, Saxony-Anhalt, Germany",296,289
Lahnsteinite,4,,,,,,,,
Laihunite,15,,,,,,,,
Laitakarite,30,,,,,,,,
Lakargiite,10,,,,,,,,
Lakebogaite,1,202,"Lake Boga Granite Quarry, Lake Boga, Swan Hill Rural City, Victoria, Australia",398,303,,,,
Lalondeite,1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Lammerite,10,,,,,,,,
Lamprophyllite,63,,,,,,,,
Lanarkite,97,,,,,,,,
Landauite,5,,,,,,,,
Landesite,14,,,,,,,,
Långbanite,7,,,,,,,,
Långbanshyttanite,1,3167,"Långban, Filipstad, Värmland County, Sweden",1898,1000,,,,
Langbeinite,43,,,,,,,,
Langisite,4,,,,,,,,
Langite,593,,,,,,,,
Lanmuchangite,2,13580,"Lanmuchang Tl-Hg Deposit, Xingren Co., Qianxi'nan, Guizhou, China",260,235,2245,"Allchar (Alšar; Alsar; Alshar), Rožden (Rozhden; Roszdan), Kavadarci, North Macedonia",5.1,3.9
Lannonite,2,13825,"Anna Mine, Alsdorf, Aachen, North Rhine-Westphalia, Germany",326,299,3966,"Lone Pine Mine, Lone Pine Hill Area, Wilcox District, Catron Co., New Mexico, USA",,
Lansfordite,17,,,,,,,,
Lanthanite-(Ce),16,,,,,,,,
Lanthanite-(La),10,,,,,,,,
Lanthanite-(Nd),10,,,,,,,,
Lapeyreite,1,6914,"Roua Mines (Clue De Roua), Daluis, Guillaumes, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France",251,200,,,,
Laphamite,1,23693,"Burnside, Northumberland Co., Pennsylvania, USA",,,,,,
Lapieite,2,629,"Lapie River, St Cyr Range, Watson Lake Mining District, Yukon, Canada",,,15123,"Grüneau Mine (Grüne Au Mine; Grünau Mine), Schutzbach, Betzdorf-Gebhardshain, Altenkirchen, Rhineland-Palatinate, Germany",354,248
Laplandite-(Ce),2,254246,"Zhaojinggou Nb-Ta Deposit, Wuchuan Co., Hohhot League (Huhehaote Prefecture), Inner Mongolia, China",,,2702,"Yubileinaya Pegmatite (Yubileinoye; Jubilejnaja), Karnasurt Mt, Lovozero Massif, Murmansk Oblast, Russia",370,359
Laptevite-(Ce),2,167706,"Gere-Su River, Matcha Massif, Zeravshan Range, Osh, Kyrgyzstan",,,3241,"Dara-i-Pioz Glacier (Dara-Pioz), Alai Range (Alayskiy), Tien Shan Mtn, Districts Of Republican Subordination, Tajikistan",359,170
Larderellite,2,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,2067,"Larderello, Pomarance, Pisa Province, Tuscany, Italy",3,3
Larisaite,1,4177,"Repete Mine, Blanding, San Juan Co., Utah, USA",,,,,,
Larnite,48,,,,,,,,
Larosite,6,,,,,,,,
Larsenite,6,,,,,,,,
Lasalite,5,,,,,,,,
Lasnierite,1,301944,"Lasnierite Typelocality, Ibity Massif, Ibity, Antsirabe II, Vakinankaratra, Madagascar",,,,,,
Latiumite,7,,,,,,,,
Latrappite,2,146196,"Bond Zone (Quebec Columbium Ltd. And Columbium Mining Products Properties), Oka Complex, Oka, Deux-Montagnes RCM, Laurentides, Québec, Canada",121,90,6702,"St Lawrence Columbium Mine, Oka Complex, Oka, Deux-Montagnes RCM, Laurentides, Québec, Canada",121,90
Laueite,70,,,,,,,,
Laumontite,1271,,,,,,,,
Launayite,3,,,,,,,,
Laurelite,3,,,,,,,,
Laurentianite,1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Laurionite,49,,,,,,,,
Laurite,226,,,,,,,,
Lausenite,4,,,,,,,,
Lautarite,2,25842,"Yumbes Mine, Paposo, Reventon District, Antofagasta Province, Antofagasta, Chile",,,15939,"Pampa Del Pique III, Oficina Lautaro, Taltal, Antofagasta Province, Antofagasta, Chile",,
Lautenthalite,18,,,,,,,,
Lautite,32,,,,,,,,
Lavendulan,149,,,,,,,,
Låvenite,58,,,,,,,,
Laverovite,1,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,,,,
Lavinskyite,2,4430,"Cerchiara Mine, Borghetto Vara, Vara Valley, La Spezia Province, Liguria, Italy",201,23,3071,"Wessels Mine, Hotazel, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010
Lavoisierite,1,188028,"Punta Gensane, Col San Giovanni, Viù, Viù Valley, Lanzo Valleys, Metropolitan City Of Turin, Piedmont, Italy",,,,,,
Lavrentievite,2,2784,"Arzak Hg Occurrence (Arzakskoye), Uyuk Range, Pii-Khem District, Tuva, Russia",365.5,354.4,2785,"Kadyrel' Hg Occurrence, Oorash-Khem River Valley, Uyuk Range, Pii-Khem District, Tuva, Russia",365.5,354.4
Lawrencite,30,,,,,,,,
Lawsonbauerite,1,3948,"Sterling Mine, Sterling Hill, Ogdensburg, Franklin Mining District, Sussex Co., New Jersey, USA",1349,940,,,,
Lawsonite,121,,,,,,,,
Lazaraskeite,1,309500,"Western End, Pusch Ridge, Santa Catalina Mts, Pima Co., Arizona, USA",,,,,,
Lazarenkoite,3,,,,,,,,
Lazaridisite,2,10472,"Esperanza Mine, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6,10471,"Sounion Mine No. 19 (""Chloridstollen""), Sounion Mines, Sounion Area, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece",20.2,3.6
Lazulite,232,,,,,,,,
Lazurite,37,,,,,,,,
Lead,192,,,,,,,,
Leadamalgam,3,,,,,,,,
Leadhillite,265,,,,,,,,
Lechatelierite,62,,,,,,,,
Lecontite,6,,,,,,,,
Lecoqite-(Y),2,599,"Poudrette Quarry (De-Mix Quarry; Demix Quarry; Uni-Mix Quarry; Carrière Mont Saint-Hilaire; MSH), Mont Saint-Hilaire, La Vallée-du-Richelieu RCM, Montérégie, Québec, Canada",124,124,53316,"Eureka Mine, Castell-estaó, La Torre De Cabdella (La Torre De Capdella), La Vall Fosca, El Pallars Jussà, Lleida (Lérida), Catalonia, Spain",252,0
Leesite,1,5363,"Jomac Mine, White Canyon, White Canyon District, San Juan Co., Utah, USA",252,200,,,,
Lefontite,2,264107,"João Teodoro Claim, Linópolis, Divino Das Laranjeiras, Minas Gerais, Brazil",630,582,3942,"Palermo No. 1 Mine (Palermo No. 1 Pegmatite; Hartford Mine; GE Mine), Groton, Grafton Co., New Hampshire, USA",326,294
Legrandite,20,,,,,,,,
Leguernite,1,5552,"La Fossa Crater, Vulcano Island, Lipari, Eolie Islands (Aeolian Islands), Messina Province, Sicily, Italy",,,,,,
Lehmannite,1,251235,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Lehnerite,1,1769,"Hagendorf South Pegmatite (Cornelia Shaft; Hagendorf South Open Cut), Hagendorf, Waidhaus, Upper Palatinate, Bavaria, Germany",561,4.528,,,,
Leifite,10,,,,,,,,
Leightonite,9,,,,,,,,
Leisingite,2,4153,"Centennial Eureka Mine (Blue Rock), Eureka, Tintic District, East Tintic Mts, Juab Co., Utah, USA",32,32,182908,"North Star Mine (Star Consolidated Mine), Mammoth Peak, Mammoth, Tintic District, East Tintic Mts, Juab Co., Utah, USA",32,32
Leiteite,2,240561,"Unspecified Slag Localities, Harz, Lower Saxony, Germany",,,2428,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Oshikoto Region, Namibia",600,519
Lemanskiite,7,,,,,,,,
Lemmleinite-Ba,7,,,,,,,,
Lemmleinite-K,8,,,,,,,,
Lemoynite,3,,,,,,,,
Lenaite,8,,,,,,,,
Lengenbachite,4,,,,,,,,
Leningradite,1,20412,"Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Krai, Russia",3.60E-05,0,,,,
Lennilenapeite,3,,,,,,,,
Lenoblite,5,,,,,,,,
Leogangite,15,,,,,,,,
Leonardsenite,6,,,,,,,,
Leonite,24,,,,,,,,
Leószilárdite,1,27591,"Markey Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA",252,201,,,,
Lepageite,1,43365,"Mt. Szklana Mine (Szklary Pegmatite), Szklary, Gmina Ząbkowice Śląskie, Ząbkowice Śląskie Co., Lower Silesian Voivodeship, Poland",,,,,,
Lepersonnite-(Gd),1,4328,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Kambove District, Haut-Katanga, DR Congo",1800,64,,,,
Lepidocrocite,581,,,,,,,,
Lepkhenelmite-Zn,1,56558,"Pegmatite No. 45, Lepkhe-Nel'm Mt (Lepkhe-Nelm; Nepkha), Seidozero Lake, Lovozero Massif, Murmansk Oblast, Russia",370,359,,,,
Lermontovite,2,14984,"Wölsendorf East District, Wölsendorf Fluorite Mining District, Upper Palatinate, Bavaria, Germany",327,231,20425,"Gremuchka Ore Zone, mine №1, Beshtau Mt., Lermontovskoe U Deposit, Pyatigorsk, Stavropol Krai, Russia",,
Letovicite,18,,,,,,,,
Leucite,233,,,,,,,,
Leucophanite,55,,,,,,,,
Leucophoenicite,10,,,,,,,,
Leucophosphite,110,,,,,,,,
Leucosphenite,19,,,,,,,,
Leucostaurite,2,175685,"Asunción Mine, Caracoles, Sierra Gorda District, Antofagasta Province, Antofagasta, Chile",64,63,680,"San Rafael Mine, Quebrada Honda, Caracoles Mining District, Sierra Gorda District, Antofagasta Province, Antofagasta, Chile",64,63
Levantite,1,261260,"Har Parsa (Mt. Parsa), Hatrurim (Hatrurim Basin), Hatrurim Formation, Negev, Israel",16,13,,,,
Leverettite,1,190910,"Torrecillas Mine, Salar Grande, Iquique Province, Tarapacá, Chile",174,145,,,,
Levinsonite-(Y),1,5549,"Alum Cave Bluff, Sevier Co., Tennessee, USA",1000,541,,,,
Lévyclaudite,1,1949,"Agios Philippos Mine (St Philippos Mine; Agios Philippos Pb-Zn Deposit; Kirki Mine; Kirka Mine), Kirki Mines (Kirka), Evros, East Macedonia And Thrace, Greece",,,,,,
Lévyne-Ca,42,,,,,,,,
Lévyne-Na,3,,,,,,,,
Leydetite,3,,,,,,,,
Liandratite,21,,,,,,,,
Liberite,1,715,"Xianghualing Mine (Hsianghualing Mine), Xianghualing Sn-polymetallic Ore Field, Linwu Co., Chenzhou, Hunan, China",160,152,,,,
Libethenite,234,,,,,,,,
Liebauite,2,13795,"Nickenicher Sattel (Eicher Sattel), Nickenich, Andernach, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,248,1800,"Nickenicher Weinberg (Nickenicher Sattelberg), Nickenich, Andernach, Mayen-Koblenz, Rhineland-Palatinate, Germany",354,248
Liebenbergite,4,,,,,,,,
Liebermannite,2,30090,"Zagami Martian Meteorite, Katsina, Nigeria",,,270477,"Northwest Africa 480 Martian Meteorite (NWA 480), Northwest Africa Meteorites",,
Liebigite,78,,,,,,,,
Likasite,11,,,,,,,,
Lileyite,4,,,,,,,,
Lillianite,128,,,,,,,,
Lime,11,,,,,,,,
Linarite,987,,,,,,,,
Lindackerite,9,,,,,,,,
Lindbergite,12,,,,,,,,
Lindgrenite,21,,,,,,,,
Lindqvistite,3,,,,,,,,
Lindsleyite,12,,,,,,,,
Lindströmite,38,,,,,,,,
Línekite,1,188817,"Geschieber Vein, Svornost Mine (Einigkeit Mine), Jáchymov, Karlovy Vary District, Karlovy Vary Region, Czech Republic",270,130,,,,
Lingunite,9,,,,,,,,
Linnaeite,249,,,,,,,,
Lintisite,4,,,,,,,,
Linzhiite,7,,,,,,,,
Liottite,7,,,,,,,,
Lipscombite,47,,,,,,,,
Lipuite,1,133369,"N'Chwaning III Mine, N'Chwaning Mines, Kuruman, Kalahari Manganese Field, Northern Cape, South Africa",2400,1010,,,,
Liroconite,18,,,,,,,,
Lisetite,1,14535,"Liset Eclogite Pod, Liset, Selje, Sogn Og Fjordane, Norway",,,,,,
Lishizhenite,3,,,,,,,,
Lisiguangite,2,309692,"Wisner South Deposit, Wisner Township, Sudbury District, Ontario, Canada",,,266716,"Garnet Pyroxenite Occurrence, Yan Mts (Yanshan Mts), Chengde, Hebei, China",,
Lisitsynite,1,2672,"Koashva Open Pit (Vostochnyi Mine), Koashva Mt, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Liskeardite,5,,,,,,,,
Lislkirchnerite,1,268263,"Nueva Esperanza No. 1 Mine, Nueva Esperanza Vein, Capillitas Mining District, Andalgalá Department, Catamarca Province, Argentina",9,7,,,,
Litharge,139,,,,,,,,
Lithiomarsturite,1,3280,"Foote Lithium Co. Mine (Foote Mine), Kings Mountain District, Cleveland Co., North Carolina, USA",351,345,,,,
Lithiophilite,155,,,,,,,,
Lithiophorite,210,,,,,,,,
Lithiophosphate,7,,,,,,,,
Lithiotantite,4,,,,,,,,
Lithiowodginite,5,,,,,,,,
Lithosite,1,2676,"Vuonnemiok River Valley, Khibiny Massif, Murmansk Oblast, Russia",413.6,319.6,,,,
Litidionite,2,145740,"Mt Vesuvius, Somma-Vesuvius Complex, Naples, Campania, Italy",,,64311,"Pyro Pit, Snowstorm Mine (Mountain View Mine), North Battle Mountain District, Lander Co., Nevada, USA",,
Litochlebite,2,21632,"Serra Pelada Claims, Curionópolis, Carajás Mineral Province, Pará, Brazil",1885,1878,5560,"Zálesí (Zalesie), Javorník, Jeseník District, Olomouc Region, Czech Republic",232,15
Litvinskite,3,,,,,,,,
Liuite,1,5563,"Shergotty Martian Meteorite, Gaya District, Bihar, India",,,,,,
Liveingite,4,,,,,,,,
Liversidgeite,1,73,"Block 14 Opencut, Broken Hill, Broken Hill District, Yancowinna Co., New South Wales, Australia",1861,5,,,,
Livingstonite,24,,,,,,,,
Lizardite,359,,,,,,,,
Llantenesite,1,306063,"Mina San Pedro, Los Llantenes Mining District, Vinchina Department, La Rioja Province, Argentina",205,205,,,,
Lobanovite,7,,,,,,,,
Lokkaite-(Y),10,,,,,,,,
Löllingite,762,,,,,,,,
Lombardoite,1,259564,"Valletta Mine, Vallone Della Valletta, Canosio, Maira Valley, Cuneo Province, Piedmont, Italy",,,,,,
Lomonosovite,18,,,,,,,,
Londonite,9,,,,,,,,
Lonecreekite,6,,,,,,,,
Lonsdaleite,13,,,,,,,,
Loparite-(Ce),57,,,,,,,,
Lopatkaite,1,232968,"Madoc Area, Hastings Co., Ontario, Canada",,,,,,
Lópezite,5,,,,,,,,
Lorándite,15,,,,,,,,
Loranskite-(Y),1,51092,"Impilakhti, Pitkyaranta District (Pitkäranta District), Ladoga Region, Republic Of Karelia, Russia",2058,1974,,,,
Lorenzenite,82,,,,,,,,
Loseyite,1,8541,"Franklin Mine, Franklin, Franklin Mining District, Sussex Co., New Jersey, USA",1698,940,,,,
Lotharmeyerite,4,,,,,,,,
Loudounite,2,4205,"Fairfax Quarry (Centreville Quarry; Sisslers Quarry), Centreville, Culpeper Basin, Fairfax Co., Virginia, USA",,,8479,"New Goose Creek Quarry (Luck Company Quarry), Leesburg, Loudoun Co., Virginia, USA",,
