name,imayear,discovery_year,yearrruff,locality_counts,rarity_group
Guyanaite,,1967.0,1967.0,6.0,Transitional
Gwihabaite,,,1994.0,13.0,Transitional
Gypsum,,,0.0,8040.0,Ubiquitous
Gyrolite,,1851.0,1851.0,159.0,Ubiquitous
Gysinite-(Nd),1981.0,,1981.0,4.0,Generally Rare
Haapalaite,,1973.0,1972.0,4.0,Generally Rare
Hafnon,,1974.0,1974.0,14.0,Transitional
Hagendorfite,,1954.0,1954.0,21.0,Transitional
Haggertyite,,,1996.0,3.0,Generally Rare
Häggite,,,1958.0,21.0,Transitional
Hagstromite,2013.0,,2020.0,2.0,Generally Rare
Haidingerite,,1827.0,1827.0,26.0,Transitional
Haigerachite,,,1997.0,1.0,Endemic
Haineaultite,1997.0,1986.0,1997.0,1.0,Endemic
Hainite-(Y),,1893.0,1893.0,13.0,Transitional
Haitaite-(La),,,2021.0,1.0,Endemic
Haiweeite,,1959.0,1959.0,19.0,Transitional
Hakite-(Hg),1970.0,,1970.0,15.0,Transitional
Halamishite,2013.0,,2013.0,3.0,Generally Rare
Håleniusite-(La),2003.0,1986.0,2003.0,2.0,Generally Rare
Halilsarpite,,,2019.0,1.0,Endemic
Halite,,,1847.0,1639.0,Ubiquitous
Hallimondite,1965.0,1961.0,1965.0,3.0,Generally Rare
Halloysite-10Å,,,1934.0,80.0,Ubiquitous
Halloysite-7Å,,,1826.0,60.0,Transitional
Halotrichite,,1839.0,1777.0,482.0,Ubiquitous
Halurgite,,1960.0,1962.0,2.0,Generally Rare
Hambergite,,1890.0,1890.0,96.0,Ubiquitous
Hammarite,,1924.0,1924.0,56.0,Transitional
Hanauerite,,,2018.0,4.0,Generally Rare
Hanawaltite,,,1994.0,1.0,Endemic
Hancockite,,1899.0,1899.0,10.0,Transitional
Hanjiangite,2009.0,,2009.0,1.0,Endemic
Hanksite,,1883.0,1885.0,15.0,Transitional
Hannayite,,1878.0,1879.0,9.0,Transitional
Hannebachite,1983.0,1983.0,1983.0,12.0,Transitional
Hansblockite,2016.0,,2015.0,1.0,Endemic
Hansesmarkite,2015.0,2010.0,2015.0,1.0,Endemic
Hapkeite,2003.0,2003.0,2003.0,2.0,Generally Rare
Haradaite,,1974.0,1963.0,3.0,Generally Rare
Hardystonite,,1899.0,1899.0,17.0,Transitional
Harkerite,,1948.0,1951.0,12.0,Transitional
Harmotome,,1801.0,1801.0,322.0,Ubiquitous
Harmunite,,,2012.0,7.0,Transitional
Harrisonite,1991.0,1991.0,1991.0,4.0,Generally Rare
Harstigite,,1886.0,1886.0,2.0,Generally Rare
Hasanovite,2013.0,,2020.0,1.0,Endemic
Hashemite,1978.0,1978.0,1978.0,9.0,Transitional
Hastingsite,,1896.0,1896.0,289.0,Ubiquitous
Hatchite,,1912.0,1912.0,1.0,Endemic
Hatertite,,,2012.0,2.0,Generally Rare
Hatrurite,,1977.0,1977.0,1.0,Endemic
Hauchecornite,,1892.0,1893.0,33.0,Transitional
Hauckite,,1980.0,1979.0,3.0,Generally Rare
Hauerite,,1846.0,1846.0,31.0,Transitional
Hausmannite,,1813.0,1828.0,405.0,Ubiquitous
Haüyne,,,1807.0,265.0,Ubiquitous
Hawleyite,,,1955.0,85.0,Ubiquitous
Hawthorneite,1988.0,,1988.0,3.0,Generally Rare
Haxonite,,1971.0,1971.0,26.0,Transitional
Haycockite,1971.0,1971.0,1971.0,16.0,Transitional
Haydeeite,2006.0,,2006.0,4.0,Generally Rare
Haynesite,,1991.0,1990.0,2.0,Generally Rare
Hazenite,2007.0,,2007.0,1.0,Endemic
Heamanite-(Ce),2013.0,,2020.0,1.0,Endemic
Heazlewoodite,,1896.0,1897.0,243.0,Ubiquitous
Hechtsbergite,,,1995.0,6.0,Transitional
Hectorfloresite,1987.0,1987.0,1987.0,4.0,Generally Rare
Hectorite,,1941.0,1941.0,23.0,Transitional
Hedegaardite,2014.0,,2014.0,2.0,Generally Rare
Hedenbergite,,1819.0,1819.0,930.0,Ubiquitous
Hedleyite,,1945.0,1945.0,129.0,Ubiquitous
Hedyphane,,1830.0,1830.0,64.0,Transitional
Heftetjernite,2006.0,1999.0,2006.0,1.0,Endemic
Heideite,1973.0,1973.0,1973.0,4.0,Generally Rare
Heidornite,,1956.0,1956.0,2.0,Generally Rare
Heinrichite,,1958.0,1958.0,22.0,Transitional
Heisenbergite,2011.0,,2010.0,3.0,Generally Rare
Hejtmanite,1989.0,1989.0,1989.0,13.0,Transitional
Heklaite,2008.0,,2008.0,4.0,Generally Rare
Hellandite-(Ce),2001.0,,1999.0,8.0,Transitional
Hellandite-(Y),,,1903.0,19.0,Transitional
Hellyerite,,1958.0,1959.0,4.0,Generally Rare
Helmutwinklerite,1979.0,1979.0,1979.0,4.0,Generally Rare
Helvine,,1804.0,1817.0,281.0,Ubiquitous
Hematite,,,0.0,16587.0,Ubiquitous
Hematolite,,1884.0,1884.0,7.0,Transitional
Hematophanite,,1928.0,1928.0,4.0,Generally Rare
Hemihedrite,1967.0,,1967.0,14.0,Transitional
Hemimorphite,,1853.0,1853.0,1985.0,Ubiquitous
Hemleyite,,,2016.0,1.0,Endemic
Hemloite,,,1987.0,2.0,Generally Rare
Hemusite,,1971.0,1968.0,9.0,Transitional
Hendekasartorite,2015.0,,2015.0,1.0,Endemic
Hendersonite,,1962.0,1962.0,6.0,Transitional
Hendricksite,,1966.0,1965.0,10.0,Transitional
Heneuite,,1982.0,1983.0,1.0,Endemic
Henmilite,1981.0,1981.0,1981.0,1.0,Endemic
Hennomartinite,,1992.0,1992.0,2.0,Generally Rare
Henritermierite,1968.0,1968.0,1968.0,4.0,Generally Rare
Henryite,,1983.0,1982.0,6.0,Transitional
Henrymeyerite,,,1999.0,10.0,Transitional
Hentschelite,1985.0,1985.0,1985.0,23.0,Transitional
Hephaistosite,2007.0,,2006.0,1.0,Endemic
Heptasartorite,2015.0,,2015.0,2.0,Generally Rare
Herbertsmithite,2003.0,1972.0,2003.0,25.0,Transitional
Hercynite,,1847.0,1839.0,462.0,Ubiquitous
Herderite,,1828.0,1828.0,60.0,Transitional
Hereroite,2011.0,,2011.0,1.0,Endemic
Hermannjahnite,2015.0,,2015.0,2.0,Generally Rare
Hermannroseite,2010.0,,2010.0,1.0,Endemic
Herzenbergite,,1934.0,1934.0,41.0,Transitional
Hessite,,1843.0,1843.0,989.0,Ubiquitous
Hetaerolite,,1877.0,1877.0,112.0,Ubiquitous
Heterogenite,,,1872.0,125.0,Ubiquitous
Heteromorphite,,1849.0,1849.0,54.0,Transitional
Heterosite,,1825.0,1826.0,235.0,Ubiquitous
Heulandite-Ba,2003.0,,2003.0,8.0,Transitional
Heulandite-Ca,1997.0,,1822.0,284.0,Ubiquitous
Heulandite-K,,,1997.0,32.0,Transitional
Heulandite-Na,,,1997.0,20.0,Transitional
Heulandite-Sr,,,1997.0,11.0,Transitional
Hewettite,,,1914.0,73.0,Ubiquitous
Hexacelsian,2015.0,,2015.0,1.0,Endemic
Hexaferrum,,,1995.0,8.0,Transitional
Hexahydrite,,1911.0,1911.0,284.0,Ubiquitous
Hexahydroborite,1977.0,1976.0,1977.0,3.0,Generally Rare
Hexamolybdenum,2007.0,,2007.0,6.0,Transitional
Heyerdahlite,2013.0,,2017.0,2.0,Generally Rare
Heyite,1971.0,1971.0,1971.0,11.0,Transitional
Heyrovskýite,,,1970.0,75.0,Ubiquitous
Hezuolinite,2010.0,,2010.0,3.0,Generally Rare
Hiärneite,,,1996.0,1.0,Endemic
Hibbingite,1991.0,1991.0,1991.0,15.0,Transitional
Hibonite,,1953.0,1956.0,89.0,Ubiquitous
Hibschite,,1905.0,,55.0,Transitional
Hidalgoite,,1953.0,1953.0,82.0,Ubiquitous
Hielscherite,2011.0,,2011.0,1.0,Endemic
Hieratite,,1882.0,1882.0,9.0,Transitional
Hilairite,,1965.0,1972.0,24.0,Transitional
Hilarionite,2011.0,,2011.0,1.0,Endemic
Hilgardite,,1937.0,1937.0,14.0,Transitional
Hillebrandite,1908.0,1908.0,1908.0,23.0,Transitional
Hillesheimite,2011.0,,2011.0,2.0,Generally Rare
Hillite,2003.0,1973.0,2003.0,1.0,Endemic
Hingganite-(Ce),2004.0,1987.0,2004.0,14.0,Transitional
Hingganite-(Nd),,,2019.0,5.0,Transitional
Hingganite-(Y),2007.0,,1981.0,68.0,Transitional
Hingganite-(Yb),1982.0,,1982.0,2.0,Generally Rare
Hinsdalite,,1911.0,1911.0,99.0,Ubiquitous
Hiortdahlite,1985.0,1889.0,1890.0,31.0,Transitional
Hiroseite,,,2019.0,1.0,Endemic
Hisingerite,,1828.0,1819.0,177.0,Ubiquitous
Hitachiite,2013.0,,2018.0,1.0,Endemic
Hizenite-(Y),2011.0,,2011.0,1.0,Endemic
Hjalmarite,2013.0,,2017.0,3.0,Generally Rare
Hloušekite,2013.0,,2013.0,2.0,Generally Rare
Hocartite,1967.0,1967.0,1967.0,35.0,Transitional
Hochelagaite,,1986.0,1983.0,15.0,Transitional
Hodgesmithite,2016.0,,2015.0,1.0,Endemic
Hodgkinsonite,,1913.0,1913.0,4.0,Generally Rare
Hodrušite,,,1969.0,33.0,Transitional
Hoelite,,1922.0,1922.0,7.0,Transitional
Hoganite,,,2001.0,6.0,Transitional
Hogarthite,2009.0,,2009.0,1.0,Endemic
Högbomite,,,,52.0,Transitional
Hohmannite,,1888.0,1888.0,13.0,Transitional
Holdawayite,1986.0,1986.0,1986.0,4.0,Generally Rare
Holdenite,,1921.0,1927.0,2.0,Generally Rare
Holfertite,2003.0,,2003.0,6.0,Transitional
Hollandite,,1906.0,1906.0,306.0,Ubiquitous
Hollingworthite,,1965.0,1964.0,160.0,Ubiquitous
Hollisterite,,,2016.0,1.0,Endemic
Holmquistite,,1913.0,1913.0,52.0,Transitional
Holtedahlite,,1971.0,1976.0,1.0,Endemic
Holtite,,1971.0,1969.0,6.0,Transitional
Holtstamite,2003.0,,2003.0,3.0,Generally Rare
Homilite,,1860.0,1876.0,13.0,Transitional
Honeaite,2015.0,,2015.0,4.0,Generally Rare
Honessite,,1956.0,1956.0,31.0,Transitional
Hongheite,,,2017.0,1.0,Endemic
Hongshiite,1974.0,1974.0,1974.0,37.0,Transitional
Honzaite,2015.0,,2014.0,1.0,Endemic
Hopeite,,1822.0,1826.0,31.0,Transitional
Horákite,2013.0,,2017.0,1.0,Endemic
Hornblende,,,,3878.0,Ubiquitous
Hörnesite,,1845.0,1860.0,124.0,Ubiquitous
Horomanite,2007.0,,2007.0,4.0,Generally Rare
Horváthite-(Y),1996.0,,1996.0,2.0,Generally Rare
Hotsonite,1983.0,1983.0,1983.0,5.0,Transitional
Housleyite,2009.0,,2009.0,7.0,Transitional
Howardevansite,1987.0,1987.0,1987.0,1.0,Endemic
Howieite,1964.0,1964.0,1964.0,17.0,Transitional
Howlite,,1868.0,1868.0,42.0,Transitional
Hrabákite,2013.0,,2020.0,1.0,Endemic
Hsianghualite,,1958.0,1958.0,2.0,Generally Rare
Huanghoite-(Ce),,,1961.0,11.0,Transitional
Huangite,,1992.0,1991.0,8.0,Transitional
Huanzalaite,2009.0,2008.0,2009.0,4.0,Generally Rare
Hubeite,2000.0,,2000.0,2.0,Generally Rare
Hübnerite,,,1865.0,537.0,Ubiquitous
Huemulite,,1959.0,1965.0,20.0,Transitional
Huenite,,,2016.0,2.0,Generally Rare
Hügelite,,,1913.0,10.0,Transitional
Hughesite,2010.0,2009.0,2009.0,7.0,Transitional
Huizingite-(Al),2015.0,,2015.0,2.0,Generally Rare
Hulsite,,1908.0,1908.0,16.0,Transitional
Humberstonite,1967.0,1967.0,1967.0,14.0,Transitional
Humboldtine,,1821.0,1821.0,32.0,Transitional
Humite,,1813.0,1813.0,102.0,Ubiquitous
Hummerite,,1950.0,1951.0,26.0,Transitional
Hunchunite,,1992.0,1991.0,6.0,Transitional
Hundholmenite-(Y),2006.0,2006.0,2006.0,5.0,Transitional
Hungchaoite,,1964.0,1964.0,6.0,Transitional
Huntite,,1943.0,1953.0,76.0,Ubiquitous
Hureaulite,,,1825.0,143.0,Ubiquitous
Hurlbutite,,1951.0,1952.0,15.0,Transitional
Hutcheonite,,,2013.0,1.0,Endemic
Hutchinsonite,,1904.0,1905.0,10.0,Transitional
Huttonite,1951.0,1950.0,1951.0,40.0,Transitional
Hyalotekite,,1877.0,1877.0,4.0,Generally Rare
Hydrobasaluminite,,1948.0,1948.0,17.0,Transitional
Hydrobiotite,,1882.0,1882.0,52.0,Transitional
Hydroboracite,,1834.0,1834.0,49.0,Transitional
Hydrocalumite,,1934.0,1934.0,40.0,Transitional
Hydrocerussite,,,1877.0,234.0,Ubiquitous
Hydrochlorborite,,1965.0,1965.0,4.0,Generally Rare
Hydrodelhayelite,,1979.0,1979.0,4.0,Generally Rare
Hydrodresserite,1976.0,1976.0,1976.0,1.0,Endemic
Hydroglauberite,,1963.0,1968.0,18.0,Transitional
Hydrogrossular,,,,9.0,Transitional
Hydrohalite,,1847.0,1847.0,18.0,Transitional
Hydrohonessite,,1971.0,1980.0,15.0,Transitional
Hydrokenoelsmoreite,2010.0,,2003.0,63.0,Transitional
Hydrokenomicrolite,2011.0,,2011.0,3.0,Generally Rare
Hydrokenopyrochlore,2013.0,,2017.0,2.0,Generally Rare
Hydrokenoralstonite,,1871.0,1871.0,70.0,Transitional
Hydromagnesite,,1827.0,1828.0,394.0,Ubiquitous
Hydrombobomkulite,1979.0,1979.0,1979.0,2.0,Generally Rare
Hydroniumjarosite,,,1960.0,84.0,Ubiquitous
Hydroniumpharmacoalumite,,,2012.0,1.0,Endemic
Hydroniumpharmacosiderite,2010.0,,2010.0,4.0,Generally Rare
Hydropascoite,,,2016.0,1.0,Endemic
Hydroplumboelsmoreite,2010.0,,1979.0,6.0,Transitional
Hydropyrochlore,,1965.0,1977.0,4.0,Generally Rare
Hydroromarchite,,1971.0,1969.0,7.0,Transitional
Hydroscarbroite,,1960.0,1960.0,1.0,Endemic
Hydrotalcite,,1842.0,1842.0,107.0,Ubiquitous
Hydroterskite,2015.0,2013.0,2015.0,3.0,Generally Rare
Hydrotungstite,,1940.0,1944.0,21.0,Transitional
Hydrowoodwardite,1996.0,,1996.0,19.0,Transitional
Hydroxyapophyllite-(K),,1978.0,1976.0,92.0,Ubiquitous
Hydroxycalciomicrolite,2013.0,,2013.0,10.0,Transitional
Hydroxycalciopyrochlore,2011.0,,2011.0,19.0,Transitional
Hydroxycalcioroméite,1895.0,1895.0,,16.0,Transitional
Hydroxycancrinite,1990.0,1990.0,1990.0,2.0,Generally Rare
Hydroxyferroroméite,,,2016.0,2.0,Generally Rare
Hydroxykenoelsmoreite,,,2016.0,1.0,Endemic
Hydroxykenomicrolite,2010.0,,1980.0,8.0,Transitional
Hydroxykenopyrochlore,,,2017.0,4.0,Generally Rare
Hydroxylapatite,,1856.0,1856.0,444.0,Ubiquitous
Hydroxylbastnäsite-(Ce),,,1964.0,19.0,Transitional
Hydroxylbastnäsite-(Nd),,,1984.0,10.0,Transitional
Hydroxylborite,2007.0,2006.0,2005.0,2.0,Generally Rare
Hydroxylchondrodite,2010.0,,2010.0,1.0,Endemic
Hydroxylclinohumite,1998.0,,1998.0,27.0,Transitional
Hydroxyledgrewite,2012.0,,2011.0,2.0,Generally Rare
Hydroxylellestadite,,1971.0,1937.0,27.0,Transitional
Hydroxylgugiaite,,1976.0,2016.0,3.0,Generally Rare
Hydroxylhedyphane,2010.0,1891.0,2018.0,1.0,Endemic
Hydroxylherderite,,1894.0,1894.0,134.0,Ubiquitous
Hydroxylpyromorphite,,,2017.0,6.0,Transitional
Hydroxylwagnerite,2004.0,,2004.0,2.0,Generally Rare
Hydroxymanganopyrochlore,2012.0,,2012.0,1.0,Endemic
Hydroxymcglassonite-(K),2013.0,,2021.0,1.0,Endemic
Hydroxynatropyrochlore,2013.0,,2017.0,3.0,Generally Rare
Hydroxyplumbopyrochlore,,1992.0,2020.0,3.0,Generally Rare
Hydrozincite,,1853.0,1853.0,1204.0,Ubiquitous
Hylbrownite,2010.0,,2010.0,2.0,Generally Rare
Hypercinnabar,1978.0,,1977.0,5.0,Transitional
Hyršlite,,,2016.0,3.0,Generally Rare
Hyttsjöite,,,1993.0,1.0,Endemic
Høgtuvaite,1990.0,1983.0,1990.0,2.0,Generally Rare
Ianbruceite,2011.0,,2011.0,7.0,Transitional
Iangreyite,2010.0,,2009.0,4.0,Generally Rare
Ianthinite,,1926.0,1926.0,33.0,Transitional
Ice,,,0.0,64.0,Transitional
Ice-VII,2013.0,,2017.0,1.0,Endemic
Ichnusaite,2013.0,,2013.0,2.0,Generally Rare
Icosahedrite,2010.0,,2010.0,2.0,Generally Rare
Idaite,,1958.0,1958.0,168.0,Ubiquitous
Idrialite,,1832.0,1832.0,18.0,Transitional
Iimoriite-(Y),1967.0,,1967.0,10.0,Transitional
Ikaite,,1962.0,1962.0,15.0,Transitional
Ikranite,2000.0,,2000.0,2.0,Generally Rare
Ikunolite,,1959.0,1959.0,62.0,Transitional
Ilesite,,1881.0,1881.0,10.0,Transitional
Ilímaussite-(Ce),1965.0,,1965.0,4.0,Generally Rare
Ilinskite,1996.0,,1996.0,3.0,Generally Rare
Ilirneyite,2015.0,,2015.0,1.0,Endemic
Illite,1998.0,1937.0,,1732.0,Ubiquitous
Ilmajokite-(Ce),,1972.0,1971.0,1.0,Endemic
Ilmenite,,1827.0,1827.0,6386.0,Ubiquitous
Ilsemannite,,1871.0,1871.0,153.0,Ubiquitous
Iltisite,,1995.0,1994.0,4.0,Generally Rare
Ilvaite,,1811.0,1811.0,239.0,Ubiquitous
Ilyukhinite,2015.0,,2015.0,2.0,Generally Rare
Imandrite,,1979.0,1979.0,2.0,Generally Rare
Imayoshiite,2013.0,,2013.0,2.0,Generally Rare
Imhofite,,1965.0,1965.0,4.0,Generally Rare
Imiterite,,1985.0,1983.0,27.0,Transitional
Imogolite,,1962.0,1962.0,13.0,Transitional
Inaglyite,,1984.0,1983.0,6.0,Transitional
Incomsartorite,,,2016.0,1.0,Endemic
Inderborite,,1940.0,1941.0,5.0,Transitional
Inderite,,1937.0,1937.0,17.0,Transitional
Indialite,,1954.0,1954.0,36.0,Transitional
Indigirite,1971.0,1971.0,1971.0,4.0,Generally Rare
Indite,,1963.0,1963.0,2.0,Generally Rare
Indium,,1964.0,1964.0,11.0,Transitional
Inesite,,1887.0,1887.0,61.0,Transitional
Ingersonite,,1988.0,1986.0,2.0,Generally Rare
Ingodite,,1981.0,1980.0,36.0,Transitional
Innelite,,1960.0,1961.0,3.0,Generally Rare
Innsbruckite,2013.0,,2013.0,2.0,Generally Rare
Insizwaite,,1972.0,1971.0,21.0,Transitional
Intersilite,,,1995.0,1.0,Endemic
Inyoite,,1914.0,1914.0,38.0,Transitional
Iodargyrite,,1859.0,1962.0,214.0,Ubiquitous
Iowaite,,1967.0,1967.0,28.0,Transitional
Iquiqueite,,1986.0,1984.0,2.0,Generally Rare
Iranite,,1963.0,1963.0,14.0,Transitional
Iraqite-(La),,,1973.0,1.0,Endemic
Irarsite,,1966.0,1966.0,197.0,Ubiquitous
Irhtemite,,1972.0,1971.0,9.0,Transitional
Iridarsenite,,1974.0,1973.0,15.0,Transitional
Iridium,,1813.0,1804.0,189.0,Ubiquitous
Iriginite,,1959.0,1957.0,17.0,Transitional
Irinarassite,2011.0,,2010.0,3.0,Generally Rare
Iron,,,0.0,1174.0,Ubiquitous
Irtyshite,,1985.0,1984.0,2.0,Generally Rare
Iseite,2012.0,,2012.0,1.0,Endemic
Ishiharaite,2013.0,,2013.0,1.0,Endemic
Ishikawaite,1922.0,1922.0,1922.0,29.0,Transitional
Isoclasite,,1870.0,1870.0,5.0,Transitional
Isocubanite,1988.0,1988.0,1983.0,204.0,Ubiquitous
Isoferroplatinum,,1975.0,1974.0,164.0,Ubiquitous
Isokite,,1952.0,1955.0,24.0,Transitional
Isolueshite,,,1995.0,1.0,Endemic
Isomertieite,,1974.0,1973.0,62.0,Transitional
Isovite,,,1996.0,3.0,Generally Rare
Isselite,,,2019.0,1.0,Endemic
Itelmenite,2015.0,2014.0,2015.0,1.0,Endemic
Itoigawaite,,1996.0,1998.0,3.0,Generally Rare
Itoite,,1957.0,1960.0,1.0,Endemic
Itsiite,2013.0,,2013.0,2.0,Generally Rare
Ivanyukite-Cu,2007.0,,2007.0,1.0,Endemic
Ivanyukite-K,2007.0,,2007.0,1.0,Endemic
Ivanyukite-Na,2007.0,,2007.0,1.0,Endemic
Ivsite,2013.0,,2013.0,2.0,Generally Rare
Iwashiroite-(Y),2003.0,,2003.0,1.0,Endemic
Iwateite,2013.0,,2013.0,2.0,Generally Rare
Ixiolite,1962.0,1857.0,1857.0,175.0,Ubiquitous
Iyoite,2013.0,,2013.0,1.0,Endemic
Izoklakeite,,1986.0,1983.0,31.0,Transitional
Jáchymovite,1994.0,,1994.0,5.0,Transitional
Jacobsite,,1869.0,1869.0,205.0,Ubiquitous
Jacquesdietrichite,2003.0,,2003.0,1.0,Endemic
Jacutingaite,2011.0,,2010.0,3.0,Generally Rare
Jadarite,2006.0,2006.0,2006.0,1.0,Endemic
Jadeite,,1863.0,1863.0,181.0,Ubiquitous
Jaffeite,1987.0,,1987.0,2.0,Generally Rare
Jagoite,,1957.0,1957.0,2.0,Generally Rare
Jagowerite,,1973.0,1973.0,2.0,Generally Rare
Jagüéite,2010.0,,2002.0,4.0,Generally Rare
Jahnsite-(CaFeMg),2013.0,,2013.0,2.0,Generally Rare
Jahnsite-(CaMnFe),1974.0,,1978.0,35.0,Transitional
Jahnsite-(CaMnMg),,1974.0,1973.0,18.0,Transitional
Jahnsite-(CaMnMn),1987.0,1990.0,1987.0,25.0,Transitional
Jahnsite-(CaMnZn),,,2019.0,1.0,Endemic
Jahnsite-(MnMnFe),,,2018.0,2.0,Generally Rare
Jahnsite-(MnMnMg),,,2018.0,1.0,Endemic
Jahnsite-(MnMnMn),,,1978.0,7.0,Transitional
Jahnsite-(MnMnZn),2013.0,,2018.0,1.0,Endemic
Jahnsite-(NaFeMg),2007.0,,2007.0,3.0,Generally Rare
Jahnsite-(NaMnMg),,2005.0,2018.0,3.0,Generally Rare
Jahnsite-(NaMnMn),,,2019.0,1.0,Endemic
Jaipurite,,1880.0,1849.0,8.0,Transitional
Jakobssonite,2011.0,,2011.0,4.0,Generally Rare
Jalpaite,,1858.0,1858.0,136.0,Ubiquitous
Jamborite,2014.0,1971.0,1971.0,46.0,Transitional
Jamesite,,1981.0,1978.0,5.0,Transitional
Jamesonite,,1825.0,1825.0,926.0,Ubiquitous
Janchevite,2013.0,,2017.0,1.0,Endemic
Janggunite,1975.0,1976.0,1975.0,6.0,Transitional
Janhaugite,,1981.0,1981.0,2.0,Generally Rare
Jankovićite,,,1993.0,3.0,Generally Rare
Jarandolite,1995.0,,1995.0,2.0,Generally Rare
Jarlite,,1933.0,1933.0,2.0,Generally Rare
Jarosewichite,,1982.0,1981.0,2.0,Generally Rare
Jarosite,,1852.0,1852.0,2595.0,Ubiquitous
Jaskólskiite,,,1982.0,16.0,Transitional
Jasmundite,,1981.0,1981.0,7.0,Transitional
Jasonsmithite,,,2020.0,1.0,Endemic
Jasrouxite,,,2012.0,1.0,Endemic
Jaszczakite,,,2016.0,1.0,Endemic
Javorieite,,,2016.0,1.0,Endemic
Jeanbandyite,1980.0,1980.0,1980.0,10.0,Transitional
Jeankempite,,2018.0,2018.0,1.0,Endemic
Jedwabite,,,1995.0,1.0,Endemic
Jeffbenite,2015.0,,2014.0,3.0,Generally Rare
Jeffreyite,1982.0,1982.0,1982.0,1.0,Endemic
Jennite,,1966.0,1965.0,25.0,Transitional
Jensenite,1994.0,1992.0,1994.0,3.0,Generally Rare
Jentschite,,,1993.0,2.0,Generally Rare
Jeppeite,,1984.0,1980.0,6.0,Transitional
Jeremejevite,,1883.0,1883.0,19.0,Transitional
Jerrygibbsite,1981.0,1981.0,1981.0,4.0,Generally Rare
Jervisite,,1982.0,1980.0,5.0,Transitional
Ježekite,2014.0,,2014.0,1.0,Endemic
Jianshuiite,,1992.0,1990.0,5.0,Transitional
Jimboite,1963.0,1963.0,1963.0,4.0,Generally Rare
Jimthompsonite,1977.0,1977.0,1977.0,10.0,Transitional
Jingsuiite,,,2019.0,2.0,Generally Rare
Jinshajiangite,,1982.0,1981.0,7.0,Transitional
Joanneumite,2012.0,,2012.0,1.0,Endemic
Joaquinite-(Ce),,,1909.0,15.0,Transitional
Joegoldsteinite,2015.0,,2015.0,3.0,Generally Rare
Joëlbruggerite,2008.0,,2008.0,2.0,Generally Rare
Joesmithite,,1968.0,1968.0,2.0,Generally Rare
Johachidolite,,,1942.0,4.0,Generally Rare
Johanngeorgenstadtite,,,2020.0,1.0,Endemic
Johannite,,1830.0,1830.0,83.0,Ubiquitous
Johannsenite,,1932.0,1938.0,92.0,Ubiquitous
Johillerite,1980.0,1980.0,1980.0,6.0,Transitional
Johnbaumite,1980.0,1980.0,1980.0,13.0,Transitional
Johninnesite,,1986.0,1985.0,2.0,Generally Rare
Johnkoivulaite,,2019.0,2019.0,2.0,Generally Rare
Johnsenite-(Ce),2004.0,,2004.0,1.0,Endemic
Johnsomervilleite,1979.0,1979.0,1979.0,12.0,Transitional
Johntomaite,1999.0,,1999.0,1.0,Endemic
Johnwalkite,1985.0,1985.0,1985.0,1.0,Endemic
Jôkokuite,,1978.0,1976.0,7.0,Transitional
Joliotite,1974.0,1974.0,1974.0,4.0,Generally Rare
Jolliffeite,,1991.0,1989.0,4.0,Generally Rare
Jonassonite,2004.0,2002.0,2004.0,25.0,Transitional
Jonesite,,1957.0,1976.0,3.0,Generally Rare
Joosteite,2005.0,,2005.0,2.0,Generally Rare
Jordanite,,1864.0,1864.0,129.0,Ubiquitous
Jordisite,,1909.0,1909.0,119.0,Ubiquitous
Jörgkellerite,2015.0,,2015.0,1.0,Endemic
Joséite-A,,,1853.0,58.0,Transitional
Joséite-B,,,1949.0,101.0,Ubiquitous
Joteite,,,2012.0,1.0,Endemic
Jouravskite,1965.0,1965.0,1965.0,6.0,Transitional
Juabite,1996.0,,1996.0,7.0,Transitional
Juangodoyite,2004.0,,2004.0,2.0,Generally Rare
Juanitaite,1999.0,1971.0,1999.0,7.0,Transitional
Juanite,,1932.0,1932.0,4.0,Generally Rare
Juansilvaite,2015.0,,2015.0,1.0,Endemic
Julgoldite-(Fe2+),,,,16.0,Transitional
Julgoldite-(Fe3+),1966.0,,,6.0,Transitional
Julgoldite-(Mg),1973.0,,1972.0,1.0,Endemic
Julienite,,1935.0,1928.0,1.0,Endemic
Jungite,1977.0,1977.0,1977.0,3.0,Generally Rare
Junitoite,,1976.0,1975.0,3.0,Generally Rare
Junoite,,1975.0,1974.0,21.0,Transitional
Juonniite,,,1996.0,2.0,Generally Rare
Jurbanite,1974.0,1974.0,1974.0,9.0,Transitional
Jusite,,,1943.0,,
Jørgensenite,1995.0,,1995.0,1.0,Endemic
K Feldspar,,,,5515.0,Ubiquitous
Kaatialaite,,1984.0,1982.0,16.0,Transitional
Kadyrelite,,1987.0,1986.0,2.0,Generally Rare
Kaersutite,,1884.0,1893.0,327.0,Ubiquitous
Kahlenbergite,2013.0,,2019.0,4.0,Generally Rare
Kahlerite,,1953.0,1953.0,17.0,Transitional
Kainite,,1865.0,1865.0,65.0,Transitional
Kainosite-(Y),,1885.0,1886.0,112.0,Ubiquitous
Kainotropite,2015.0,,2015.0,2.0,Generally Rare
Kaitianite,2013.0,,2018.0,1.0,Endemic
Kalborsite,,1980.0,1979.0,3.0,Generally Rare
Kalgoorlieite,2016.0,,2015.0,2.0,Generally Rare
Kaliborite,,1889.0,1889.0,10.0,Transitional
Kalicinite,,1865.0,1865.0,8.0,Transitional
Kalifersite,,,1996.0,1.0,Endemic
